cents,names
43.40834000,avicennma comma, Avicenna's enharmonic diesis
43.40834000,avicennma comma, Avicenna's enharmonic diesis
43.43105193,
43.56933915,
43.58498259,
43.60769945,
43.62744341,
43.63636360,
43.65529705,
43.73377647,
43.78137407,
43.80409093,
43.83100000,
43.83105000,tridecimal minor diesis
43.83105123,tridecimal minor diesis
43.87206369,
43.89478056,
43.91042400,
43.93314086,
43.98073846,
44.06845518,
44.10681548,
44.12953000,cloudy comma
44.12953235,cloudy
44.19984681,
44.26781956,
44.29053643,
44.30617987,
44.33813402,
44.37649433,
44.44444444,
44.44446709,
44.46421105,
44.46718395,
44.50257135,
44.59326097,
44.64085857,
44.64383147,
44.66357543,
44.70193574,
44.76990850,
44.78965246,
44.84022000,sterno comma
44.84022296,supracomma
44.84022296,
44.86293982,
44.97000000,superior quarter-tone (Eratosthenes)
44.98901684,
45.01173371,
45.03661444,
45.03958734,
45.05933130,
45.16566437,
45.18540833,
45.18838123,
45.21326196,
45.23597883,
45.28301887,(JI diminished-2nd, great diesis = ~128:125)
45.36205585,
45.38477272,
45.52305993,
45.53870338,
45.56100000,
45.56142024,
45.58116420,
45.58413710,
45.63173470,
45.68749726,
45.72242432,
45.75781172,
45.76078463,
45.78052859,
45.84850134,
45.88686165,
45.91881580,
45.93445925,
45.95717611,
46.02514887,
46.22154035,
46.24425721,
46.25990066,
46.29185481,
46.33021512,
46.35293198,
46.39818787,
46.41793184,
46.42090474,
46.44362160,
46.45629214,
46.49121920,
46.56969863,
46.59755226,
46.61729622,
46.64001309,
46.65565653,
46.79394375,
46.81666061,
46.94273763,
46.96545450,
46.99033523,
46.99330813,
47.01305209,
47.11938516,
47.13912912,
47.14210202,
47.16698275,
47.18969962,
47.21241648,Immunity comma
47.21241648,
47.21242000,immunity comma
47.31874954,
47.33849350,
47.38906400,
47.47678072,
47.51514103,
47.53488499,
47.53785789,
47.58545549,
47.67614511,
47.71153251,
47.71450541,
47.73424937,
47.80222213,
47.84058244,
47.87253659,
47.88818003,
47.91089690,
47.93361376,
48.00000000,
48.07190098,
48.11026128,
48.19797800,
48.24557560,
48.26829246,
48.28393590,
48.30665277,
48.34766523,tridecimal major diesis
48.34767000,tridecimal major diesis
48.37462553,
48.39734239,
48.44493999,
48.52341941,
48.55127305,
48.57101701,
48.57398991,
48.59373387,
48.60937732,
48.64430437,
48.77000000,superior quarter-tone (Archytas)
48.77038000,septimal quarter tone, septimal diesis
48.77038000,septimal quarter tone, septimal diesis
48.77038100,double comma, septimal quarter tone
48.77038140,septimal diesis, 1/4-tone
48.77038140,septimal-diesis
48.79309826,
48.84069586,
48.88888889,
48.91917528,
48.94702892,
48.96677288,
48.96974578,
48.98948974,
49.09582281,
49.11853967,
49.14342040,
49.16600000,
49.16613700,Porcupine comma, |1, -5, 3>
49.16613727,maximal diesis, Porcupine comma
49.16613727,maximal-diesis, major diesis [Rameau]
49.16614000,maximal diesis, porcupine comma
49.16614000,maximal diesis, porcupine comma
49.27247033,
49.29221429,
49.34278479,
49.36550165,
49.43050151,
49.46886181,
49.49157868,keega
49.49157868,
49.49158000,keega comma
49.53917627,
49.56189314,
49.62986590,
49.65258276,
49.66822620,
49.68797016,
49.69094306,
49.73854066,
49.82625738,
49.82923028,
49.86461769,
49.88733455,
49.97723683,Meshaqah's 1/4-tone
50.00000000,
50.02562177,
50.06398207,
50.13429653,
50.15169879,
50.18400000,E.T. 1/4-tone approximation
50.18421083,septendecimal 1/4-tone
50.22201325,
50.22498615,
50.26037356,
50.35106318,
50.37378004,
50.39866077,
50.42137764,
50.45973794,
50.52771070,
50.54745466,
50.59802516,
50.72410000,Harrison's comma
50.72410000,Harrison's comma
50.72410200,Harrison's comma, |-13, 10, 0, -1>
50.72410218,
50.72410218,Harrison's comma
50.74681905,
50.79441664,
50.87289607,
50.90074971,
50.92049367,
50.92346657,
50.94321053,
50.94618344,
50.99378103,
51.07226046,
51.11985806,double augmentation diesis, Negri comma
51.11985806,negri
51.11986000,negri comma, double augmentation diesis
51.12283096,
51.14257492,
51.29650558,
51.31922244,
51.33896640,
51.44529947,
51.51561393,
51.58358668,
51.60630355,
51.62194699,
51.64169095,
51.64466385,
51.67661801,
51.68200000,
51.69226145,
51.71497831,
51.77997817,
51.78295107,
51.84105534,
51.97934255,
52.00205942,
52.01770286,
52.04041972,
52.08801732,
52.17391300,
52.17573404,
52.17870694,
52.21409434,
52.30478397,
52.32750083,
52.35238156,
52.37509843,
52.37807133,
52.41345873,
52.48143149,
52.50117545,
52.55174595,
52.57446281,
52.70053984,
52.72325670,
52.73201700,shrutar quarter tone
52.75111034,
52.77085430,
52.80921460,
52.87718736,
52.89693132,
52.89990422,
52.94750182,
53.02598125,
53.07357884,
53.07655175,
53.09629571,
53.14686621,
53.16426846,
53.20262877,
53.25022637,
53.27294000,undecimal comma, al-Farabi's 1/4-tone, undecimal quarter tone, undecimal diesis, 33rd harmonic
53.27294300,undecimal quarter tone, undecimal diesis, al-Farabi's 1/4-tone, octave-reduced 33rd harmonic
53.27294323,undecimal-diesis
53.27294323,undecimal comma, al-Farabi's 1/4-tone
53.27300000,33rd harmonic
53.29566009,
53.33333333,
53.34325769,
53.46933471,
53.47230762,
53.49205158,
53.56002434,
53.59838464,
53.63033880,
53.64598224,
53.66869910,
53.73667186,
53.79477612,
53.93306334,
53.95578021,
53.97142365,
53.99414051,
54.02609467,
54.06445497,
54.13242773,
54.15514459,
54.19350490,
54.28122162,
54.32881921,
54.33179212,
54.35153608,
54.36717952,
54.45786914,
54.45786914,mynic
54.45787000,mynic (54.458)
54.50546674,
54.52818360,
54.54545450,
54.65426062,
54.67697749,
54.70483112,
54.72457508,
54.72754799,
54.74729195,
54.76293539,
54.85065211,
54.85362501,
54.87634187,
54.90122261,
54.92393947,
54.96400000,inferior quarter-tone (Didymus)
54.96442754,Greek enharmonic 1/4-tone
55.03027253,
55.05001649,
55.07273336,
55.10058699,
55.22666402,
55.24938088,
55.42305550,
55.42602840,
55.44577237,
55.44874527,
55.49634286,
55.51374512,
55.55210543,
55.58405958,
55.62241989,
55.64513675,
55.71310951,
55.75146982,
55.78342397,
55.82178428,
55.90950099,
55.94786130,
55.97981545,
56.01817576,
56.08614852,
56.10886538,
56.14722569,
56.21754015,
56.23494240,
56.28254000,
56.28551290,
56.30500000,
56.30525686,
56.32090031,
56.48190000,greenwoodma comma
56.48190000,greenwoodma comma
56.48190439,greenwoodma
56.48190439,
56.50462125,
56.63069828,
56.65855191,
56.67829587,
56.68126877,
56.70101274,
56.71665618,
56.76685773,31st-partial chroma
56.76700000,superior quarter-tone (Didymus)
56.80734580,
56.83006266,
56.85494340,
56.87766026,
56.96834988,
56.98399332,
57.00373728,
57.00671019,
57.02645415,
57.05430778,
57.07702465,
57.20310167,
57.22581853,
57.27341613,Shibboleth comma
57.27341613,
57.27342000,shibboleth
57.27342000,shibboleth comma
57.36410575,
57.37974919,
57.39949315,
57.40246606,
57.45006365,
57.53778037,
57.57614068,
57.59885754,
57.66683030,
57.70519060,
57.73714476,
57.75986162,
57.77550506,
57.77777778,
57.79822193,
57.86322178,
57.93353624,
57.93650914,
57.97189655,
57.99461341,
58.06258617,
58.08530303,
58.10094647,
58.13290063,
58.17126093,
58.23923369,
58.25897765,
58.26195056,
58.43562518,
58.45834204,
58.52865650,
58.53658540,
58.56701680,
58.58441906,
58.63498956,
58.65473352,
58.65770643,
58.69200000,
58.70530402,
58.78378345,
58.83138105,
58.83435395,
58.85409791,
58.92207067,
58.96043097,
58.98017493,
59.00802857,
59.03074543,
59.15682246,
59.17953932,
59.22713692,
59.23010982,
59.31782654,
59.33346998,
59.35321394,
59.35618684,
59.37890371,
59.40378444,
59.42650130,
59.51719093,
59.55257833,
59.55555123,
59.69086555,
59.71358241,
59.72922585,
59.75194271,
59.89022993,
59.94833420,
60.01630696,
60.03902382,
60.05466726,
60.08662142,
60.08959432,
60.10933828,
60.12498172,
60.14769859,
60.21567134,
60.28598580,
60.41206000,undecimal major diesis
60.41206283,undecimal major diesis
60.41206283,
60.43477969,
60.48237729,
60.52073759,
60.58871035,
60.60845431,
60.61142721,
60.61142721,Passion comma
60.61143000,passion comma
60.61143000,passion comma
60.65902481,
60.73750424,
60.75100000,
60.78510183,
60.78807474,
60.80781870,
60.81079160,
60.83053556,
60.85838920,
60.87579146,
60.93389572,
60.98446622,
61.00718309,
61.13326011,
61.18383061,
61.20357457,
61.27154733,
61.30990763,
61.33262450,
61.35750523,
61.38022209,
61.47091171,
61.50629912,
61.50927202,
61.57958648,
61.59698874,
61.64458633,
61.66730320,
61.70566350,
61.73761766,
61.77597796,
61.83600000,
61.84395072,
61.86666758,
61.90205499,
61.90502789,
61.99274461,
62.04034220,
62.04331511,
62.06305907,
62.07870251,
62.10141937,
62.16939213,
62.22222222,
62.23970659,
62.30078376,
62.34603965,
62.36578362,
62.38850048,
62.43907098,
62.45881494,
62.56514800,
62.56514800,diminished comma, major diesis, |8, 4, -4>
62.56514800,major diesis
62.56515000,major diesis, diminished comma
62.56515000,major diesis, diminished comma
62.58786487,
62.61274560,
62.63546246,
62.74179553,
62.76153949,
62.76451239,
62.78425635,
62.81210999,
62.89058941,
62.93818701,
62.96090000,Archytas' 1/3-tone, septimal chroma, small septimal chromatic semitone
62.96090387,
62.96090387,Archytas' 1/3-tone
62.96090400,septimal chroma, small septimal chromatic semitone, septimal subminor second
62.96100000,inferior quarter-tone (Archytas)
63.08698090,
63.12190795,
63.13755140,
63.15729536,
63.15789474,(augmented-prime, chromatic-semitone)
63.16026826,
63.18001222,
63.20786586,
63.28634528,
63.33394288,
63.35665974,
63.42463250,
63.46299281,
63.53330727,
63.62102399,
63.65938429,
63.79767151,
63.82038837,
63.84310524,
63.85577577,
63.85874868,
63.89070283,
63.92906314,
63.94646540,
63.99703590,
64.01677986,
64.01975276,
64.05514016,
64.14582978,
64.19342738,
64.21614424,
64.25450455,
64.34222127,
64.39279177,
64.41253573,
64.51886879,
64.54158565,
64.56646639,
64.58918325,
64.59215615,
64.61190011,
64.71526027,
64.71823318,
64.73797714,
64.76583077,
64.78854764,
64.91462466,
64.93734152,
65.07562874,
65.09127218,
65.11101614,
65.11398905,
65.13373301,
65.16158664,
65.24006607,
65.28766367,
65.31038053,
65.31335343,
65.33700000,
65.33734000,tridecimal comma
65.33734083,tridecimal comma
65.33734100,small tridecimal third tone
65.37835329,
65.40107015,
65.41671359,
65.43943046,
65.45454550,
65.47138461,
65.48702805,
65.50974492,
65.70613640,
65.77410916,
65.79682602,
65.81246947,
65.84442362,
65.88278393,
65.95075668,
65.97050064,
65.97347355,
66.00886095,
66.09955057,
66.14714817,
66.15012107,
66.16986503,
66.17000000,
66.19258189,
66.20822534,
66.34651255,
66.36625651,
66.36922942,
66.49530644,
66.51802331,
66.54290404,
66.54587694,
66.56562090,
66.66666667,
66.67195396,
66.69169793,
66.69467083,
66.71955156,
66.74226842,
66.76498529,Pythagorean double diminished third
66.76499000,Pythagorean double diminished third, 17-comma
66.86834545,
66.89106231,
66.94163281,
66.96137677,
67.02934953,
67.06770984,
67.08745380,
67.09042670,
67.11530743,
67.13802430,
67.22871392,
67.26410132,
67.26707422,
67.28681818,
67.35479094,
67.39315125,
67.42510540,
67.44074884,
67.46346571,
67.62446979,
67.65985719,
67.66283009,
67.72782995,
67.75054681,
67.79814441,
67.82086127,
67.83650471,
67.85922158,
67.90000000,1/3-tone (Avicenna)
67.90023000,tridecimal 1/3-tone
67.90023000,tridecimal 1/3-tone
67.90023400,large tridecimal third tone
67.90023404,tridecimal 1/3-tone
67.92452830,(small JI augmented-prime/chromatic-semitone = ~25:24; ~80:77)
67.92719433,
67.94991120,
67.99750879,
68.10384186,
68.12358582,
68.14630268,
68.16194612,
68.30023334,
68.32295021,
68.39326467,
68.44902723,
68.47174409,
68.49662483,
68.49959773,
68.51934169,
68.52231459,
68.54205855,
68.64839162,
68.69598921,
68.71870608,grave minor second
68.71870608,
68.71871000,superpyth comma, grave minor second comma
68.84478310,
68.89535360,
68.91509756,
68.98307032,
69.02143062,
69.04117458,
69.04414749,
69.09174508,
69.18243470,
69.20515157,
69.21782211,
69.22079501,
69.24053897,
69.24351187,
69.25900000,
69.29110947,
69.37882619,
69.41718649,
69.43990336,
69.55547000,septimal major diesis
69.55547371,septimal major diesis
69.57819058,
69.61655088,
69.70426760,
69.75186520,
69.77458206,
69.79022550,
69.81294236,
69.88091512,
69.90363199,
69.95122958,
69.97394645,
70.01230675,
70.02970901,
70.10000000,
70.10002347,
70.15059397,
70.17033793,
70.20869824,
70.27667099,
70.29938786,
70.34698545,
70.42546488,
70.45331852,
70.47306248,
70.47603538,
70.49577934,
70.58823530,(~pythagorean minor-2nd [diatonic-semitone] = augmented-7th)
70.60211240,
70.64971000,
70.67200000,minor 5-limit half-step
70.67242686,5-limit JI small augmented-prime (chromatic-semitone)
70.67242686,classic chromatic semitone, minor chroma
70.67242700,chroma, chromatic semitone, Zarlinian semitone
70.67243000,classic chromatic semitone, minor chroma
70.67243000,classic chromatic semitone, minor chroma
70.69514373,
70.79850389,
70.84907439,
70.87179125,
70.89153521,
70.91938885,
70.99786827,
71.04546587,
71.06818274,
71.11111111,
71.13615549,
71.15887236,
71.17451580,
71.19425976,
71.19723266,
71.24483026,
71.33254698,
71.37090728,
71.39362415,
71.46393861,
71.53191136,
71.55462823,
71.57027167,
71.59298853,
71.64058613,
71.72830285,
71.73127575,
71.76666315,
71.85735277,
71.90495037,
71.92766723,
71.96602754,
72.00000000,
72.03400030,
72.05374426,
72.10431476,
72.23039178,
72.25310865,
72.27582551,
72.30070624,
72.30367914,
72.32342311,
72.36178341,
72.42975617,
72.44950013,
72.45247303,
72.50007063,
72.57855006,
72.62614765,
72.64886452,
72.80279518,
72.82551204,
72.84525600,
72.95158906,
72.99918666,
73.02190352,
73.02487643,
73.04462039,
73.11259314,
73.15095345,
73.18290760,
73.19855105,
73.22126791,
73.28924067,
73.34734493,
73.48563215,
73.50834902,
73.52399246,
73.54670932,
73.59430692,
73.68065360,vicesimotertial minor semitone
73.68100000,
73.68202364,
73.68499654,
73.70771340,
73.72038394,
73.74607371,
73.81107356,
73.83379043,
73.88138802,
73.90410489,
73.91974833,
74.05803555,
74.08075241,
74.20682943,
74.22954630,
74.25442703,
74.25739993,
74.27714389,
74.31550420,
74.38347696,
74.40322092,
74.40619382,
74.45379142,
74.47650828,
74.53227084,
74.57986844,
74.57987000,sentinel comma
74.58284134,
74.60258530,
74.62530217,
74.65315580,
74.77923283,
74.79897679,
74.80194969,
74.84954729,
74.97562431,
74.97859721,
74.99834117,
75.06631393,
75.10467424,
75.13662839,
75.15227183,
75.17498870,
75.24296146,
75.30106572,
75.33599278,
75.37435308,
75.39409705,
75.46206980,
75.50043011,
75.53238426,
75.54802770,
75.55555556,
75.57074457,
75.61200000,
75.63871733,
75.66143419,
75.69979450,
75.78751121,
75.83510881,
75.83808171,
75.85782567,
75.87346912,
75.96415874,nusecond
75.96416000,nusecond comma
76.01175633,
76.03447000,septimal minor semitone
76.03447000,septimal minor semitone
76.03447320,septimal minor semitone
76.03447320,
76.05719006,
76.10478766,
76.18326708,
76.21112072,
76.23086468,
76.23383758,
76.25358154,
76.26922499,
76.35991461,
76.38263147,
76.40751220,
76.43022907,
76.53656213,
76.55630609,
76.57902296,
76.60687659,
76.73295361,
76.75567048,
76.77838734,
76.80326807,
76.82598000,sevond comma
76.82598494,sevond
76.82598494,
76.91667456,
76.93231800,
76.95206196,
76.95503487,
76.95600000,
77.00263246,
77.09034918,
77.12870949,
77.15142635,
77.28971357,
77.32807387,
77.34781783,
77.41579059,
77.41935484,(augmented-prime, chromatic-semitone)
77.45415090,
77.48610505,
77.48907795,
77.52446536,
77.54718222,
77.59243811,
77.61515498,
77.63787184,
77.65351528,
77.68546944,
77.72382974,
77.79180250,
77.81154646,
77.98819398,
78.01091085,
78.05850844,
78.11403387,Valentine semitone
78.11403400,valentine semitone
78.13698787,
78.16484151,
78.18458547,
78.18755837,
78.20730233,
78.22294577,
78.25787283,
78.26086960,
78.31363540,
78.33635226,
78.36123299,
78.38394986,
78.38692276,
78.40666672,
78.53274374,
78.56059738,
78.58331424,
78.60305820,
78.70939127,
78.73210813,
78.77970573,doublewide
78.77970573,
78.77971000,doublewide comma
78.87039535,
78.88603879,
78.90578275,
78.90875565,
78.95635325,
79.04406997,
79.08243027,
79.10514714,
79.24343435,
79.26615122,
79.28179466,
79.30451152,
79.30700000,67th harmonic
79.35210912,
79.43982584,
79.44279874,
79.47818614,
79.50090301,
79.56887577,
79.59159263,
79.60723607,
79.63919023,
79.67755053,
79.74552329,
79.76526725,
79.83855461,
79.96463164,
79.98734850,
80.00000000,
80.03494610,
80.07330640,
80.14127916,
80.16102312,
80.16399602,
80.21159362,
80.29007305,
80.33767064,
80.34064355,
80.36038751,
80.42836026,
80.46672057,
80.48646453,
80.51431817,
80.53700000,hard 1/2-step (Ptolemy, Avicenna, Safiud)
80.53703500,undecimal minor semitone
80.53703503,
80.53703503,undecimal minor semitone
80.53704000,undecimal minor semitone
80.55975189,
80.60734949,
80.66311205,
80.68582892,
80.73342651,
80.73639942,
80.75614338,
80.82411614,
80.86247644,
80.88519330,
80.91007404,
80.93279090,
81.05886792,
81.19715514,
81.21987201,
81.23551545,
81.25823231,
81.32854677,
81.39354663,
81.39651953,
81.41923639,
81.43190693,
81.45462380,
81.45759670,
81.54531342,
81.59291101,
81.59588392,
81.61562788,
81.63127132,
81.65398818,
81.72196094,
81.79227540,
81.91835242,
81.94106929,
81.98866688,
82.02702719,
82.09499995,
82.11474391,
82.11771681,
82.14043367,
82.16531441,
82.18803127,
82.29436433,
82.31410830,
82.33682516,
82.36467879,
82.49075582,
82.51347268,
82.63954971,
82.68714730,
82.69012020,
82.70986417,
82.77783692,
82.81619723,
82.83891409,
82.86379483,
82.88651169,
82.90922855,
82.97720131,
83.01556162,
83.08587608,
83.11519500,harry minor semitone
83.17359279,
83.21195310,
83.24390725,
83.28226756,
83.33333333,
83.35024032,
83.37295718,
83.40834458,
83.41131749,
83.49903421,
83.54663180,
83.54960470,
83.56934867,
83.58499211,
83.60770897,
83.67568173,
83.74599619,
83.76871305,
83.80707336,
83.89479008,
83.94238767,
83.94536057,
83.96510454,
83.98074798,
84.07143760,ripple
84.07143760,
84.07144000,ripple comma
84.07144000,ripple comma
84.09415446,
84.11903520,
84.14175206,
84.24808512,
84.26782908,
84.27080199,
84.29054595,
84.31839958,
84.34111645,
84.44444444,
84.44447661,
84.46700000,septimal semitone
84.46719000,minor semitone, large septimal chromatic semitone
84.46719300,minor semitone, large septimal chromatic semitone
84.46719347,minor semitone
84.46719347,
84.48991033,
84.53750793,
84.62819755,
84.64384099,
84.66358495,
84.66655786,
84.68630182,
84.71415545,
84.79263488,
84.84023248,
84.86294934,
84.93092210,
84.93326380,Trithagorean comma
84.96928240,
85.03959686,
85.12731358,
85.16567389,
85.19762804,
