Cents,Name(s),2,3,5,7,11,13,Numerator,Denominator,Tenney Height,Superparticular,Color Notation,FJS name,Tinas,Tredeks,Moria,Quartertones,Edo step 1,Edo step 2,Edo step 3,Edo step 4,Edo step 5,Edo step 6,Edo step 7,Edo step 8
914.09835850,,-38,14,5,3,-1,,5126740000000,3023660000000,83.68,,,,,,,,,,,,,,,
914.10133140,,11,1,-9,2,1,,3311616,1953125,42.56,,,,,,,,,,,,,,,
914.14892900,,-13,2,4,-2,2,,680625,401408,37.99,,,,,,,,,,,,,,,
914.17164580,,14,-12,1,0,1,,901120,531441,38.80,,,,,,,,,,,,,,,
914.20800000,,,,,,,,39,23,9.81,,,,,,,,,,,,,,,
914.29772290,,-14,4,0,3,0,,27783,16384,28.76,,,,,,,,,,,,,,,
914.36803730,,-11,-9,10,1,0,,68359375,40310784,51.29,,,,,,,,,,,,,,,
914.43601010,,9,7,-2,-4,-1,,1119744,660275,39.43,,,,,,,,,,,,,,,
914.45872700,,36,-7,-5,-2,-2,,68719476736,40521009375,71.24,,,,,,,,,,,,,,,
914.47437040,,-17,8,-2,1,2,,5557167,3276800,44.05,,,,,,,,,,,,,,,
914.49411440,,-39,7,9,4,-1,,10255800000000,6047310000000,85.68,,,,,,,,,,,,,,,
914.49708730,,10,-6,-5,3,1,,3863552,2278125,43.00,,,,,,,,,,,,,,,
914.54468490,,-14,-5,8,-1,2,,47265625,27869184,50.23,,,,,,,,,,,,,,,
914.63240160,,-16,10,7,-3,-2,,4613203125,2719940608,63.44,,,,,,,,,,,,,,,
914.63537450,,33,-3,-7,-4,0,,8589934592,5064609375,65.24,,,,,,,,,,,,,,,
914.67076190,,-42,11,7,2,1,,7459550000000,4398050000000,84.76,,,,,,,,,,,,,,,
914.69347870,,-15,-3,4,4,0,,1500625,884736,40.27,,,,,,,,,,,,,,,
914.76145150,,5,13,-8,-1,-1,,51018336,30078125,50.45,,,,,,,,,,,,,,,
914.79981180,,-21,14,-8,4,2,,1389550000000,819200000000,79.91,,,,,,,,,,,,,,,
914.83176600,,8,0,2,-3,-1,,6400,3773,24.53,,,,,,,,,,,,,,,
914.85448280,,35,-14,-1,-1,-2,,34359738368,20255873715,69.24,,,,,,,,,,,,,,,
914.87012630,,-18,1,2,2,2,,444675,262144,36.76,,,,,,,,,,,,,,,
914.89284310,,9,-13,-1,4,1,,13522432,7971615,46.62,,,,,,,,,,,,,,,
915.03113030,,32,-10,-3,-3,0,,4294967296,2531725875,63.24,,,,,,,,,,,,,,,
915.15720740,,4,6,-4,0,-1,,11664,6875,26.26,,,,,,,,,,,,,,,
915.17992420,,31,-8,-7,2,-2,,105227000000,62021953125,72.47,,,,,,,,,,,,,,,
915.20480500,,-20,7,9,-4,0,,4271484375,2517630976,63.22,,,,,,,,,,,,,,,
915.22752180,,7,-7,6,-2,-1,,2000000,1178793,41.10,,,,,,,,,,,,,,,
915.26588210,,-19,-6,6,3,2,,648484375,382205952,57.78,,,,,,,,,,,,,,,
915.33385490,,1,10,-6,-2,1,,1299078,765625,39.86,,,,,,,,,,,,,,,
915.35359890,,-21,9,5,1,-2,,430565625,253755392,56.60,,,,,,,,,,,,,,,
915.35657180,,28,-4,-9,0,0,,268435456,158203125,55.24,,,,,,,,,,,,,,,
915.40416940,,4,-3,4,-4,1,,110000,64827,32.73,,,,,,,,,,,,,,,
915.48264880,,0,12,-10,3,-1,,182284263,107421875,54.12,,,,,,,,,,,,,,,
915.53024640,,-24,13,3,-1,0,,199290375,117440512,54.38,,,,,,,,,,,,,,,
915.55296320,,3,-1,0,1,-1,,56,33,10.85,,,,,,,,,,,,,,,
915.55300000,,,,,,,,56,33,10.85,,,,,,,,,,,,,,,
915.55555556,,,,,,,,,,,,,,,206,,,206\270,,,,,,,
915.57568010,,30,-15,-3,3,-2,,368293000000,217027000000,76.08,,,,,,,,,,,,,,,
915.60353370,,28,-13,-1,-4,2,,32480690176,19139847615,69.07,,,,,,,,,,,,,,,
915.62327770,,6,-14,10,-1,-1,,625000000,368288613,57.68,,,,,,,,,,,,,,,
915.66163800,,-20,-13,10,4,2,,2837120000000,1671770000000,81.97,,,,,,,,,,,,,,,
915.67904030,,-25,15,-1,4,-2,,34451725707,20300431360,69.24,,,,,,,,,,,,,,,
915.72961080,,0,3,-2,-1,1,,297,175,15.67,,,,,,,,,,,,,,,
915.74935470,,-22,2,9,2,-2,,861328125,507510784,58.60,,,,,,,,,,,,,,,
915.75232760,,27,-11,-5,1,0,,939524096,553584375,58.85,,,,,,,,,,,,,,,
915.79992520,,3,-10,8,-3,1,,34375000,20253807,49.31,,,,,,,,,,,,,,,
915.87840460,,-1,5,-6,4,-1,,583443,343750,37.55,,,,,,,,,,,,,,,
915.92600220,,-25,6,7,0,0,,56953125,33554432,50.76,,,,,,,,,,,,,,,
915.92897510,,24,-7,-7,-1,2,,2030043136,1196015625,61.07,,,,,,,,,,,,,,,
915.94871910,,2,-8,4,2,-1,,122500,72171,33.04,,,,,,,,,,,,,,,
916.01669190,,22,8,-8,-3,-2,,27518828544,16212109375,68.60,,,,,,,,,,,,,,,
916.05505220,,-4,9,-8,2,1,,10609137,6250000,45.91,,,,,,,,,,,,,,,
916.10264980,,-28,10,5,-2,2,,22327903125,13153337344,67.99,,,,,,,,,,,,,,,
916.12536660,,-1,-4,2,0,1,,275,162,15.44,,,,,,,,,,,,,,,
916.25144370,,-29,12,1,3,0,,911421315,536870912,58.76,,,,,,,,,,,,,,,
916.32473100,,23,-14,-3,0,2,,1015021568,597871125,59.07,,,,,,,,,,,,,,,
916.34447500,,1,-15,8,3,-1,,267968750,157837977,55.23,,,,,,,,,,,,,,,
916.36363640,(diminished-7th),,,,,,,,,,,,,,,,,42\55,,,,,,,
916.38973090,,-6,15,-1,-4,-1,,14348907,8451520,46.79,,,,,,,,,,,,,,,
916.41244770,,21,1,-4,-2,-2,,6291456,3705625,44.41,,,,,,,,,,,,,,,
916.44783510,,-54,15,10,4,-1,,336443000000000000,198158000000000000,115.68,,,,,,,,,,,,,,,
916.45080800,,-5,2,-4,3,1,,33957,20000,29.34,,,,,,,,,,,,,,,
916.48276220,,24,-12,6,-4,-2,,262144000000,154395000000,75.10,,,,,,,,,,,,,,,
916.49840560,,-29,3,9,-1,2,,6380859375,3758096384,64.38,,,,,,,,,,,,,,,
916.52112250,,-2,-11,6,1,1,,1203125,708588,39.63,,,,,,,,,,,,,,,
916.58909530,,18,5,-6,-4,0,,63700992,37515625,51.09,,,,,,,,,,,,,,,
916.61181210,,45,-9,-9,-2,-1,,35184400000000,20721000000000,89.24,,,,,,,,,,,,,,,
916.64719950,,-30,5,5,4,0,,1823259375,1073741824,60.76,,,,,,,,,,,,,,,
916.65017240,,19,-8,-9,3,2,,21759524864,12814453125,67.92,,,,,,,,,,,,,,,
916.66666667,,,,,,,,,,,,,,,,55,,55\72,,,,,,,
916.73788910,,17,7,-10,1,-2,,2006581248,1181640625,61.04,,,,,,,,,,,,,,,
916.78548670,,-7,8,3,-3,-1,,820125,482944,38.53,,,,,,,,,,,,,,,
916.80820360,,20,-6,0,-1,-2,,1048576,617463,39.24,,,,,,,,,,,,,,,
916.82384710,,-33,9,3,2,2,,14587563375,8589934592,66.76,,,,,,,,,,,,,,,
916.84656390,,-6,-5,0,4,1,,26411,15552,28.61,,,,,,,,,,,,,,,
916.98485110,,17,-2,-2,-3,0,,131072,77175,33.24,,,,,,,,,,,,,,,
917.04592830,,18,-15,-5,4,2,,76158337024,44840334375,71.53,,,,,,,,,,,,,,,
917.11092820,,-11,14,-3,0,-1,,4782969,2816000,43.61,,,,,,,,,,,,,,,
917.13364500,,16,0,-6,2,-2,,3211264,1890625,42.47,,,,,,,,,,,,,,,
917.15852580,,-35,15,10,-4,0,,140126000000000,82497700000000,93.22,,,,,,,,,,,,,,,
917.18124260,,-8,1,7,-2,-1,,234375,137984,34.91,,,,,,,,,,,,,,,
917.18421550,,41,-12,-7,-3,1,,24189300000000,14241000000000,88.15,,,,,,,,,,,,,,,
917.20395950,,19,-13,4,0,-2,,327680000,192913083,55.81,,,,,,,,,,,,,,,
917.21960290,,-34,2,7,3,2,,29181796875,17179869184,68.76,,,,,,,,,,,,,,,
917.31029250,,13,4,-8,0,0,,663552,390625,37.92,,,,,,,,,,,,,,,
917.35789010,,-11,5,5,-4,1,,8353125,4917248,45.22,,,,,,,,,,,,,,,
917.38060700,,16,-9,2,-2,0,,1638400,964467,40.52,,,,,,,,,,,,,,,
917.48694010,,10,8,-10,-2,2,,812934144,478515625,58.43,,,,,,,,,,,,,,,
917.50668400,,-12,7,1,1,-1,,76545,45056,31.68,,,,,,,,,,,,,,,
917.52940090,,15,-7,-2,3,-2,,11239424,6615675,46.08,,,,,,,,,,,,,,,
917.55725450,,13,-5,0,-4,2,,991232,583443,39.07,,,,,,,,,,,,,,,
917.64705880,(~pythagorean major-6th),,,,,,,,,,,,,,,,,13\17,,,,,,,
917.68333160,,-15,11,-1,-1,1,,1948617,1146880,41.02,,,,,,,,,,,,,,,
917.70307550,,-37,10,10,2,-2,,28255900000000,16630100000000,88.60,,,,,,,,,,,,,,,
917.70604840,,12,-3,-4,1,0,,28672,16875,28.85,,,,,,,,,,,,,,,
917.75364600,,-12,-2,9,-3,1,,21484375,12644352,47.95,,,,,,,,,,,,,,,
917.83212540,,-16,13,-5,4,-1,,3827969523,2252800000,62.90,,,,,,,,,,,,,,,
917.86705250,,62,-14,-9,-4,-2,,4611690000000000000,2713970000000000000,123.24,,,,,,,,,,,,,,,
917.87972300,,-40,14,8,0,0,,1868350000000,1099510000000,80.76,,,,,,,,,,,,,,,
917.88269590,,9,1,-6,-1,2,,185856,109375,34.24,,,,,,,,,,,,,,,
917.90243990,,-13,0,5,2,-1,,153125,90112,33.68,,,,,,,,,,,,,,,
917.90541280,,36,-13,-9,1,1,,5291400000000,3113910000000,83.77,,,,,,,,,,,,,,,
917.92515680,,14,-14,2,4,-2,,983449600,578739249,58.98,,,,,,,,,,,,,,,
917.95301040,,12,-12,4,-3,2,,309760000,182284263,55.65,,,,,,,,,,,,,,,
918.03148980,,8,3,-10,4,0,,16595712,9765625,47.20,,,,,,,,,,,,,,,
918.07908740,,-16,4,3,0,1,,111375,65536,32.77,,,,,,,,,,,,,,,
918.10180430,,11,-10,0,2,0,,100352,59049,32.46,,,,,,,,,,,,,,,
918.27845180,,8,-6,-2,0,2,,30976,18225,29.07,,,,,,,,,,,,,,,
918.29819580,,-14,-7,9,3,-1,,669921875,394149888,57.87,,,,,,,,,,,,,,,
918.36616850,,6,9,-3,-2,-2,,1259712,741125,39.76,,,,,,,,,,,,,,,
918.40452880,,-20,10,-3,3,1,,222791877,131072000,54.70,,,,,,,,,,,,,,,
918.43648300,,9,-4,7,-4,-2,,40000000,23532201,49.74,,,,,,,,,,,,,,,
918.45212640,,-44,11,10,-1,2,,209324000000000,123145000000000,94.38,,,,,,,,,,,,,,,
918.47484330,,-17,-3,7,1,1,,6015625,3538944,44.28,,,,,,,,,,,,,,,
918.54281600,,3,13,-5,-4,0,,12754584,7503125,46.44,,,,,,,,,,,,,,,
918.56553290,,30,-1,-8,-2,-1,,1073741824,631640625,59.23,,,,,,,,,,,,,,,
918.60092030,,-45,13,6,4,0,,59812000000000,35184400000000,90.77,,,,,,,,,,,,,,,
918.60389320,,4,0,-8,3,2,,664048,390625,37.92,,,,,,,,,,,,,,,
918.63584740,,33,-14,2,-4,-1,,214748000000,126323000000,74.52,,,,,,,,,,,,,,,
918.64169564,septendecimal diminished seventh,,,,,,,17,10,7.41,,,,,,,,,,,,,,,
918.64169600,"septendecimal diminished seventh, septendecimal major sixth",,,,,,,17,10,7.41,,"17og7, sogu 7th",d7175,,,,,,,,,,,,
918.64200000,,,,,,,,17,10,7.41,,,,,,,,,,,,,,,
918.67420770,,7,-13,2,1,2,,2710400,1594323,41.97,,,,,,,,,,,,,,,
918.69160990,,2,15,-9,1,-2,,401769396,236328125,56.40,,,,,,,,,,,,,,,
918.74218040,,27,3,-10,-4,1,,39862665216,23447265625,69.66,,,,,,,,,,,,,,,
918.76192440,,5,2,1,-1,-2,,1440,847,20.22,,,,,,,,,,,,,,,
918.80028470,,-21,3,1,4,1,,3565485,2097152,42.77,,,,,,,,,,,,,,,
918.93857190,,2,6,-1,-3,0,,2916,1715,22.25,,,,,,,,,,,,,,,
918.96128880,,29,-8,-4,-1,-1,,536870912,315748125,57.23,,,,,,,,,,,,,,,
918.99964910,,3,-7,-4,4,2,,2324168,1366875,41.53,,,,,,,,,,,,,,,
919.08736580,,1,8,-5,2,-2,,642978,378125,37.82,,,,,,,,,,,,,,,
919.13496340,,-23,9,8,-2,-1,,7688671875,4521459712,64.91,,,,,,,,,,,,,,,
919.13793630,,26,-4,-6,-3,1,,738197504,434109375,58.15,,,,,,,,,,,,,,,
919.15768030,,4,-5,5,0,-2,,50000,29403,30.45,,,,,,,,,,,,,,,
919.17332370,,-49,10,8,3,2,,957309000000000,562950000000000,98.77,,,,,,,,,,,,,,,
919.26401330,,-2,12,-7,0,0,,531441,312500,37.27,,,,,,,,,,,,,,,
919.28673020,,25,-2,-10,2,-1,,1644167168,966796875,60.46,,,,,,,,,,,,,,,
919.31161090,,-26,13,6,-4,1,,274024000000,161128000000,75.22,,,,,,,,,,,,,,,
919.33432780,,1,-1,3,-2,0,,250,147,15.17,,,,,,,,,,,,,,,
919.35704470,,28,-15,0,0,-1,,268435456,157837977,55.23,,,,,,,,,,,,,,,
919.46040480,,-27,15,2,1,-1,,2511058725,1476395008,61.69,,,,,,,,,,,,,,,
919.48312170,,0,1,-1,3,-2,,1029,605,19.25,,,,,,,,,,,,,,,
919.51097530,,-2,3,1,-4,2,,16335,9604,27.23,,,,,,,,,,,,,,,
919.53369220,,25,-11,-2,-2,1,,369098752,217005075,56.15,,,,,,,,,,,,,,,
919.55343610,,3,-12,9,1,-2,,109375000,64304361,52.64,,,,,,,,,,,,,,,
919.65976920,,-3,5,-3,1,0,,1701,1000,20.70,,,,,,,,,,,,,,,
919.68248610,,24,-9,-6,3,-1,,5754585088,3383015625,64.08,,,,,,,,,,,,,,,
919.70736680,,-27,6,10,-3,1,,78310546875,46036680704,71.61,,,,,,,,,,,,,,,
919.73008370,,0,-8,7,-1,0,,78125,45927,31.74,,,,,,,,,,,,,,,
919.82077330,,47,-6,-8,-4,-2,,140737000000000,82730400000000,93.23,,,,,,,,,,,,,,,
919.83641670,,-6,9,-5,-1,2,,2381643,1400000,41.60,,,,,,,,,,,,,,,
919.85616070,,-28,8,6,2,-1,,5023265625,2952790016,63.69,,,,,,,,,,,,,,,
919.85913360,,21,-5,-8,1,1,,161480704,94921875,53.77,,,,,,,,,,,,,,,
919.87887750,,-1,-6,3,4,-2,,300125,176418,35.62,,,,,,,,,,,,,,,
919.90673120,,-3,-4,5,-3,2,,378125,222264,36.29,,,,,,,,,,,,,,,
919.98521060,,-7,11,-9,4,0,,425329947,250000000,56.56,,,,,,,,,,,,,,,
920.00000000,,,,,,,,,,,,,,,207,,,207\270,,,,,,,
920.03280820,,-31,12,4,0,1,,3653656875,2147483648,62.77,,,,,,,,,,,,,,,
920.05552510,,-4,-2,1,2,0,,245,144,15.11,,,,,,,,,,,,,,,
920.21652920,,46,-13,-4,-3,-2,,70368700000000,41355700000000,91.23,,,,,,,,,,,,,,,
920.23217260,,-7,2,-1,0,2,,1089,640,19.41,,,,,,,,,,,,,,,
920.25191660,,-29,1,10,3,-1,,10048828125,5905580032,65.69,,,,,,,,,,,,,,,
920.25488950,,20,-12,-4,2,1,,565182464,332150625,57.38,,,,,,,,,,,,,,,
920.30248710,,-4,-11,9,-2,2,,236328125,138883248,54.87,,,,,,,,,,,,,,,
920.39020380,,-6,4,8,-4,-2,,31640625,18593344,49.06,,,,,,,,,,,,,,,
920.42856410,,-32,5,8,1,1,,7308984375,4294967296,64.77,,,,,,,,,,,,,,,
920.45128090,,-5,-9,5,3,0,,1071875,629856,39.30,,,,,,,,,,,,,,,
920.51925370,,15,7,-7,-2,-1,,71663616,42109375,51.42,,,,,,,,,,,,,,,
920.54197060,,42,-7,-10,0,-2,,4398050000000,2584250000000,83.23,,,,,,,,,,,,,,,
920.55761400,,-11,8,-7,3,2,,272301183,160000000,55.27,,,,,,,,,,,,,,,
920.58956820,,18,-6,3,-4,-1,,32768000,19253619,49.16,,,,,,,,,,,,,,,
920.62792850,,-8,-5,3,1,2,,105875,62208,32.62,,,,,,,,,,,,,,,
920.69590120,,12,11,-9,-4,1,,7981535232,4689453125,65.02,,,,,,,,,,,,,,,
920.71564520,,-10,10,2,-1,-2,,1476225,867328,40.22,,,,,,,,,,,,,,,
920.75400550,,-36,11,2,4,1,,116966000000,68719476736,72.77,,,,,,,,,,,,,,,
920.89229270,,-13,14,0,-3,0,,4782969,2809856,43.61,,,,,,,,,,,,,,,
920.91500960,,14,0,-3,-1,-1,,16384,9625,27.23,,,,,,,,,,,,,,,
920.93772640,,41,-14,-6,1,-2,,15393200000000,9042800000000,86.85,,,,,,,,,,,,,,,
920.95336990,,-12,1,-3,4,2,,871563,512000,38.70,,,,,,,,,,,,,,,
920.98532400,,17,-13,7,-3,-1,,10240000000,6015380679,65.74,,,,,,,,,,,,,,,
921.02368430,,-9,-12,7,2,2,,463203125,272097792,56.81,,,,,,,,,,,,,,,
921.09165710,,11,4,-5,-3,1,,1824768,1071875,40.83,,,,,,,,,,,,,,,
921.11140110,,-11,3,6,0,-2,,421875,247808,36.61,,,,,,,,,,,,,,,
921.11437400,,38,-10,-8,-1,0,,274878000000,161462000000,75.23,,,,,,,,,,,,,,,
921.24045100,,10,6,-9,2,-1,,36578304,21484375,49.48,,,,,,,,,,,,,,,
921.28804860,,-14,7,4,-2,0,,1366875,802816,40.00,,,,,,,,,,,,,,,
921.29102150,,35,-6,-10,-3,2,,4157530000000,2441870000000,83.07,,,,,,,,,,,,,,,
921.31076540,,13,-7,1,0,-1,,40960,24057,29.88,,,,,,,,,,,,,,,
921.43684250,,-15,9,0,3,-2,,6751269,3964928,44.61,,,,,,,,,,,,,,,
921.46469610,,-17,11,2,-4,2,,535869675,314703872,57.23,,,,,,,,,,,,,,,
921.48741300,,10,-3,-1,-2,1,,11264,6615,26.15,,,,,,,,,,,,,,,
921.50715690,,-12,-4,10,1,-2,,68359375,40144896,51.29,,,,,,,,,,,,,,,
921.61349000,,-18,13,-2,1,0,,11160261,6553600,46.06,,,,,,,,,,,,,,,
921.63620690,,9,-1,-5,3,-1,,175616,103125,34.08,,,,,,,,,,,,,,,
921.68380440,,-15,0,8,-1,0,,390625,229376,36.38,,,,,,,,,,,,,,,
921.68677740,,34,-13,-6,-2,2,,2078760000000,1220650000000,81.07,,,,,,,,,,,,,,,
921.70652130,,12,-14,5,1,-1,,89600000,52612659,52.07,,,,,,,,,,,,,,,
921.77449410,,32,2,-7,-4,-2,,38654705664,22696953125,69.57,,,,,,,,,,,,,,,
921.81285440,,6,3,-7,1,1,,133056,78125,33.28,,,,,,,,,,,,,,,
921.82100000,109th harmonic,,,,,,,109,64,12.77,,,,,,,,,,,,,,,
921.83259830,,-16,2,4,4,-2,,13505625,7929856,46.61,,,,,,,,,,,,,,,
921.83557120,,33,-11,-10,3,0,,2946350000000,1729950000000,82.08,,,,,,,,,,,,,,,
921.86045200,,-18,4,6,-3,2,,153140625,89915392,53.61,,,,,,,,,,,,,,,
921.88316880,,9,-10,3,-1,1,,704000,413343,38.08,,,,,,,,,,,,,,,
922.00924590,,-19,6,2,2,0,,893025,524288,38.77,,,,,,,,,,,,,,,
922.03196270,,8,-8,-1,4,-1,,614656,360855,37.69,,,,,,,,,,,,,,,
922.17024990,,31,-5,-3,-3,-2,,2147483648,1260653625,61.23,,,,,,,,,,,,,,,
922.18589340,,-22,10,0,0,2,,7144929,4194304,44.77,,,,,,,,,,,,,,,
922.20861020,,5,-4,-3,2,1,,17248,10125,27.38,,,,,,,,,,,,,,,
922.25620780,,-19,-3,10,-2,2,,1181640625,693633024,59.51,,,,,,,,,,,,,,,
922.34392460,,-21,12,9,-4,-2,,1037970000000,609267000000,79.07,,,,,,,,,,,,,,,
922.36961430,,55,-15,-8,-3,-1,,36028800000000000,21147800000000000,109.23,,,,,,,,,,,,,,,
922.38228490,,-47,13,9,1,1,,239771000000000,140737000000000,94.77,,,,,,,,,,,,,,,
922.40500170,,-20,-1,6,3,0,,5359375,3145728,43.94,,,,,,,,,,,,,,,
922.40797460,,29,-14,-8,2,2,,3183110000000,1868350000000,82.30,,,,,,,,,,,,,,,
922.40900000,,,,,,,,46,27,10.28,,,,,,,,,,,,,,,
922.47297450,,0,15,-6,-2,-1,,14348907,8421875,46.78,,,,,,,,,,,,,,,
922.49569140,,27,1,-9,0,-2,,402653184,236328125,56.40,,,,,,,,,,,,,,,
922.54328890,,3,2,4,-4,-1,,45000,26411,30.15,,,,,,,,,,,,,,,
922.56600580,,30,-12,1,-2,-2,,5368709120,3150913689,63.88,,,,,,,,,,,,,,,
922.58164930,,-23,3,4,1,2,,14293125,8388608,46.77,,,,,,,,,,,,,,,
922.60436610,,4,-11,1,3,1,,301840,177147,35.64,,,,,,,,,,,,,,,
922.74265330,,27,-8,-1,-4,0,,134217728,78764805,53.23,,,,,,,,,,,,,,,
922.80075760,,-21,-8,10,4,0,,23447265625,13759414272,68.13,,,,,,,,,,,,,,,
922.86873040,,-1,8,-2,-1,-1,,6561,3850,24.59,,,,,,,,,,,,,,,
922.89144720,,26,-6,-5,1,-2,,469762048,275653125,56.85,,,,,,,,,,,,,,,
922.90709070,,-27,9,-2,4,2,,5718324843,3355443200,64.06,,,,,,,,,,,,,,,
922.93904480,,2,-5,8,-3,-1,,1562500,916839,40.38,,,,,,,,,,,,,,,
922.97740510,,-24,-4,8,2,2,,2316015625,1358954496,61.45,,,,,,,,,,,,,,,
923.04537790,,-4,12,-4,-3,1,,5845851,3430000,44.19,,,,,,,,,,,,,,,
923.06512180,,-26,11,7,0,-2,,13839609375,8120172544,66.61,,,,,,,,,,,,,,,
923.06809470,,23,-2,-7,-1,0,,8388608,4921875,45.23,,,,,,,,,,,,,,,
923.13840920,,26,-15,3,-3,0,,8388608000,4921675101,65.16,,,,,,,,,,,,,,,
923.19417180,,-5,14,-8,2,-1,,234365481,137500000,54.84,,,,,,,,,,,,,,,
923.24176940,,-29,15,5,-2,0,,44840334375,26306674688,70.00,,,,,,,,,,,,,,,
923.24474230,,20,2,-9,-3,2,,1141899264,669921875,59.41,,,,,,,,,,,,,,,
923.26400000,,,,,,,,75,44,11.69,,,,,,,,,,,,,,,
923.26448620,,-2,1,2,0,-1,,75,44,11.69,,,,,,,,,,,,,,,
923.28720310,,25,-13,-1,2,-2,,1644167168,964565415,60.46,,,,,,,,,,,,,,,
923.44113380,,-5,5,0,-2,1,,2673,1568,22.00,,,,,,,,,,,,,,,
923.46385060,,22,-9,-3,0,0,,4194304,2460375,43.23,,,,,,,,,,,,,,,
923.51144820,,-2,-8,10,-4,1,,107421875,63011844,52.59,,,,,,,,,,,,,,,
923.58992760,,-6,7,-4,3,-1,,750141,440000,38.26,,,,,,,,,,,,,,,
923.63752520,,-30,8,9,-1,0,,12814453125,7516192768,66.38,,,,,,,,,,,,,,,
923.64049810,,19,-5,-5,-2,2,,63438848,37209375,51.07,,,,,,,,,,,,,,,
923.66024210,,-3,-6,6,1,-1,,109375,64152,32.71,,,,,,,,,,,,,,,
923.72821490,,17,10,-6,-4,-2,,7739670528,4539390625,64.93,,,,,,,,,,,,,,,
923.76657520,,-9,11,-6,1,1,,13640319,8000000,46.63,,,,,,,,,,,,,,,
923.78631910,,-31,10,5,4,-2,,443052000000,259846000000,76.61,,,,,,,,,,,,,,,
923.78929200,,18,-3,-9,3,0,,89915392,52734375,52.07,,,,,,,,,,,,,,,
923.81417280,,-33,12,7,-3,2,,5023780000000,2946350000000,83.61,,,,,,,,,,,,,,,
923.83688960,,-6,-2,4,-1,1,,6875,4032,24.72,,,,,,,,,,,,,,,
923.96296660,,-34,14,3,2,0,,29295685125,17179869184,68.77,,,,,,,,,,,,,,,
923.98568350,,-7,0,0,4,-1,,2401,1408,21.69,,,,,,,,,,,,,,,
924.03625400,,18,-12,-1,-1,2,,31719424,18600435,49.07,,,,,,,,,,,,,,,
924.05599800,,-4,-13,10,2,-1,,478515625,280600848,56.90,,,,,,,,,,,,,,,
924.12397070,,16,3,-2,-3,-2,,1769472,1037575,40.74,,,,,,,,,,,,,,,
924.16233100,,-10,4,-2,2,1,,43659,25600,30.06,,,,,,,,,,,,,,,
924.18504790,,17,-10,-5,4,0,,314703872,184528125,55.69,,,,,,,,,,,,,,,
924.23264550,,-7,-9,8,0,1,,4296875,2519424,43.30,,,,,,,,,,,,,,,
924.32333510,,40,-7,-7,-3,-1,,1099510000000,644652000000,79.23,,,,,,,,,,,,,,,
924.35872250,,-35,7,7,3,0,,58604765625,34359738368,70.77,,,,,,,,,,,,,,,
924.36169540,,14,-6,-7,2,2,,97140736,56953125,52.30,,,,,,,,,,,,,,,
924.44444444,,,,,,,,,,,,,,,208,,,208\270,,,,,,,
924.44941210,,12,9,-8,0,-2,,80621568,47265625,51.76,,,,,,,,,,,,,,,
924.49700970,,-12,10,5,-4,-1,,184528125,108179456,54.15,,,,,,,,,,,,,,,
924.51972660,,15,-4,2,-2,-2,,819200,480249,38.52,,,,,,,,,,,,,,,
924.53537000,,-38,11,5,1,2,,468886000000,274878000000,76.77,,,,,,,,,,,,,,,
924.55808690,,-11,-3,2,3,1,,94325,55296,32.28,,,,,,,,,,,,,,,
924.62200000,,,,,,,,29,17,8.95,,,,,,,,,,,,,,,
924.62605970,,9,13,-10,-2,0,,816293376,478515625,58.44,,,,,,,,,,,,,,,
924.69637000,4 septatones or septatonic major sixth,12,0,0,-4,,,4096,2401,23.23,,,,,,,,,,,,,,,
924.69637410,,12,0,0,-4,0,,4096,2401,23.23,,,,,,,,,,,,,,,
924.69637412,4 septatones or septatonic major sixth,,,,,,,4096,2401,23.23,,,,,,,,,,,,,,,
924.71909100,,39,-14,-3,-2,-1,,549756000000,322253000000,77.23,,,,,,,,,,,,,,,
924.75745130,,13,-13,-3,3,2,,339992576,199290375,55.91,,,,,,,,,,,,,,,
924.84516800,,11,2,-4,1,-2,,129024,75625,33.18,,,,,,,,,,,,,,,
924.89276560,,-13,3,9,-3,-1,,52734375,30908416,50.53,,,,,,,,,,,,,,,
924.89573850,,36,-10,-5,-4,1,,755914000000,443052000000,78.15,,,,,,,,,,,,,,,
924.91548250,,14,-11,6,-1,-2,,256000000,150043509,55.09,,,,,,,,,,,,,,,
924.93112590,,-39,4,9,2,2,,937986000000,549756000000,78.77,,,,,,,,,,,,,,,
924.95384280,,-12,-10,6,4,1,,412671875,241864704,56.47,,,,,,,,,,,,,,,
925.02181550,,8,6,-6,-1,0,,186624,109375,34.25,,,,,,,,,,,,,,,
925.04453240,,35,-8,-9,1,-1,,240518000000,140959000000,74.84,,,,,,,,,,,,,,,
925.09213000,,11,-7,4,-3,0,,1280000,750141,39.80,,,,,,,,,,,,,,,
925.17060940,,7,8,-10,4,-2,,2016379008,1181640625,61.05,,,,,,,,,,,,,,,
925.19846310,,5,10,-8,-3,2,,228637728,133984375,54.77,,,,,,,,,,,,,,,
925.21820700,,-17,9,3,0,-1,,2460375,1441792,41.69,,,,,,,,,,,,,,,
925.24092390,,10,-5,0,2,-2,,50176,29403,30.46,,,,,,,,,,,,,,,
925.39485450,,-20,13,1,-2,1,,87687765,51380224,52.00,,,,,,,,,,,,,,,
925.41757000,diminished seventh,7,-1,-2,,,,128,75,13.23,,,,,,,,,,,,,,,
925.41757140,,7,-1,-2,0,0,,128,75,13.23,,,,,,,,,,,,,,,
